run,tag,step,value
model_681,Episode_Reward/ang_vel_y_l2,608,-0.03130439668893814
model_681,Episode_Reward/ang_vel_y_l2,609,-0.0377192497253418
model_681,Episode_Reward/ang_vel_y_l2,610,-0.030135776847600937
model_681,Episode_Reward/ang_vel_y_l2,611,-0.02265107072889805
model_681,Episode_Reward/ang_vel_y_l2,612,-0.01046385895460844
model_681,Episode_Reward/ang_vel_y_l2,613,-0.010693402960896492
model_681,Episode_Reward/ang_vel_y_l2,614,-0.010855169966816902
model_681,Episode_Reward/ang_vel_y_l2,615,-0.010600673034787178
model_681,Episode_Reward/ang_vel_y_l2,616,-0.01127612590789795
model_681,Episode_Reward/ang_vel_y_l2,617,-0.010939317755401134
model_681,Episode_Reward/ang_vel_y_l2,618,-0.010424947366118431
model_681,Episode_Reward/ang_vel_y_l2,619,-0.010600263252854347
model_681,Episode_Reward/ang_vel_y_l2,620,-0.010467647574841976
model_681,Episode_Reward/ang_vel_y_l2,621,-0.010544863529503345
model_681,Episode_Reward/ang_vel_y_l2,622,-0.010551679879426956
model_681,Episode_Reward/ang_vel_y_l2,623,-0.010950060561299324
model_681,Episode_Reward/ang_vel_y_l2,624,-0.010697340592741966
model_681,Episode_Reward/ang_vel_y_l2,625,-0.01094987615942955
model_681,Episode_Reward/ang_vel_y_l2,626,-0.011031595058739185
model_681,Episode_Reward/ang_vel_y_l2,627,-0.010709620080888271
model_681,Episode_Reward/ang_vel_y_l2,628,-0.010711208917200565
model_681,Episode_Reward/ang_vel_y_l2,629,-0.010741986334323883
model_681,Episode_Reward/ang_vel_y_l2,630,-0.010541751980781555
model_681,Episode_Reward/ang_vel_y_l2,631,-0.010659458115696907
model_681,Episode_Reward/ang_vel_y_l2,632,-0.010913776233792305
model_681,Episode_Reward/ang_vel_y_l2,633,-0.010544565506279469
model_681,Episode_Reward/ang_vel_y_l2,634,-0.010168517008423805
model_681,Episode_Reward/ang_vel_y_l2,635,-0.010178731754422188
model_681,Episode_Reward/ang_vel_y_l2,636,-0.009680032730102539
model_681,Episode_Reward/ang_vel_y_l2,637,-0.009714880026876926
model_681,Episode_Reward/ang_vel_y_l2,638,-0.009595289826393127
model_681,Episode_Reward/ang_vel_y_l2,639,-0.009853329509496689
model_681,Episode_Reward/ang_vel_y_l2,640,-0.009535104036331177
model_681,Episode_Reward/ang_vel_y_l2,641,-0.009018703363835812
model_681,Episode_Reward/ang_vel_y_l2,642,-0.009551698341965675
model_681,Episode_Reward/ang_vel_y_l2,643,-0.008983169682323933
model_681,Episode_Reward/ang_vel_y_l2,644,-0.008579429239034653
model_681,Episode_Reward/ang_vel_y_l2,645,-0.008684208616614342
model_681,Episode_Reward/ang_vel_y_l2,646,-0.008684012107551098
model_681,Episode_Reward/ang_vel_y_l2,647,-0.008339867927134037
model_681,Episode_Reward/ang_vel_y_l2,648,-0.008285035379230976
model_681,Episode_Reward/ang_vel_y_l2,649,-0.008613789454102516
model_681,Episode_Reward/ang_vel_y_l2,650,-0.008055567741394043
model_681,Episode_Reward/ang_vel_y_l2,651,-0.007953341118991375
model_681,Episode_Reward/ang_vel_y_l2,652,-0.007811549585312605
model_681,Episode_Reward/ang_vel_y_l2,653,-0.007811587769538164
model_681,Episode_Reward/ang_vel_y_l2,654,-0.00772432005032897
model_681,Episode_Reward/ang_vel_y_l2,655,-0.007249221671372652
model_681,Episode_Reward/ang_vel_y_l2,656,-0.0072271754033863544
model_681,Episode_Reward/ang_vel_y_l2,657,-0.007319079712033272
model_681,Episode_Reward/ang_vel_y_l2,658,-0.007334140595048666
model_681,Episode_Reward/ang_vel_y_l2,659,-0.007115117274224758
model_681,Episode_Reward/ang_vel_y_l2,660,-0.007394447457045317
model_681,Episode_Reward/ang_vel_y_l2,661,-0.007114512845873833
model_681,Episode_Reward/ang_vel_y_l2,662,-0.006858693901449442
model_681,Episode_Reward/ang_vel_y_l2,663,-0.006425936706364155
model_681,Episode_Reward/ang_vel_y_l2,664,-0.006681586615741253
model_681,Episode_Reward/ang_vel_y_l2,665,-0.006403310690075159
model_681,Episode_Reward/ang_vel_y_l2,666,-0.006269871722906828
model_681,Episode_Reward/ang_vel_y_l2,667,-0.0063058361411094666
model_681,Episode_Reward/ang_vel_y_l2,668,-0.006356190890073776
model_681,Episode_Reward/ang_vel_y_l2,669,-0.006113783456385136
model_681,Episode_Reward/ang_vel_y_l2,670,-0.006203662604093552
model_681,Episode_Reward/ang_vel_y_l2,671,-0.006207237020134926
model_681,Episode_Reward/ang_vel_y_l2,672,-0.006018723826855421
model_681,Episode_Reward/ang_vel_y_l2,673,-0.005799937527626753
model_681,Episode_Reward/ang_vel_y_l2,674,-0.005824130494147539
model_681,Episode_Reward/ang_vel_y_l2,675,-0.0058933766558766365
model_681,Episode_Reward/ang_vel_y_l2,676,-0.0057164463214576244
model_681,Episode_Reward/ang_vel_y_l2,677,-0.005425367970019579
model_681,Episode_Reward/ang_vel_y_l2,678,-0.005453909281641245
model_681,Episode_Reward/ang_vel_y_l2,679,-0.0054120565764606
model_681,Episode_Reward/ang_vel_y_l2,680,-0.005258663557469845
model_681,Episode_Reward/ang_vel_y_l2,681,-0.005313005298376083
model_681,Episode_Reward/ang_vel_z_l2,602,-0.0003544614010024816
model_681,Episode_Reward/ang_vel_z_l2,603,-0.0005980274290777743
model_681,Episode_Reward/ang_vel_z_l2,604,-0.0005487975431606174
model_681,Episode_Reward/ang_vel_z_l2,605,-0.0005723587819375098
model_681,Episode_Reward/ang_vel_z_l2,606,-0.0006280768429860473
model_681,Episode_Reward/ang_vel_z_l2,607,-0.0008222595206461847
model_681,Episode_Reward/ang_vel_z_l2,608,-0.0009099261951632798
model_681,Episode_Reward/ang_vel_z_l2,609,-0.0009885361650958657
model_681,Episode_Reward/ang_vel_z_l2,610,-0.001211718306876719
model_681,Episode_Reward/ang_vel_z_l2,611,-0.0016361708985641599
model_681,Episode_Reward/ang_vel_z_l2,612,-0.002063303254544735
model_681,Episode_Reward/ang_vel_z_l2,613,-0.0022350912913680077
model_681,Episode_Reward/ang_vel_z_l2,614,-0.002465421101078391
model_681,Episode_Reward/ang_vel_z_l2,615,-0.0025977373588830233
model_681,Episode_Reward/ang_vel_z_l2,616,-0.0024176889564841986
model_681,Episode_Reward/ang_vel_z_l2,617,-0.002523473696783185
model_681,Episode_Reward/ang_vel_z_l2,618,-0.0022753227967768908
model_681,Episode_Reward/ang_vel_z_l2,619,-0.0022345399484038353
model_681,Episode_Reward/ang_vel_z_l2,620,-0.0018968031508848071
model_681,Episode_Reward/ang_vel_z_l2,621,-0.0018844486912712455
model_681,Episode_Reward/ang_vel_z_l2,622,-0.0017209014622494578
model_681,Episode_Reward/ang_vel_z_l2,623,-0.0016198643716052175
model_681,Episode_Reward/ang_vel_z_l2,624,-0.0013777996646240354
model_681,Episode_Reward/ang_vel_z_l2,625,-0.0014028779696673155
model_681,Episode_Reward/ang_vel_z_l2,626,-0.0013200294924899936
model_681,Episode_Reward/ang_vel_z_l2,627,-0.0013803726760670543
model_681,Episode_Reward/ang_vel_z_l2,628,-0.0012446657055988908
model_681,Episode_Reward/ang_vel_z_l2,629,-0.0012550150277093053
model_681,Episode_Reward/ang_vel_z_l2,630,-0.0012327592121437192
model_681,Episode_Reward/ang_vel_z_l2,631,-0.0013212288031354547
model_681,Episode_Reward/ang_vel_z_l2,632,-0.0011375059839338064
model_681,Episode_Reward/ang_vel_z_l2,633,-0.001141999615356326
model_681,Episode_Reward/ang_vel_z_l2,634,-0.0011063653510063887
model_681,Episode_Reward/ang_vel_z_l2,635,-0.0011142402654513717
model_681,Episode_Reward/ang_vel_z_l2,636,-0.0011118670227006078
model_681,Episode_Reward/ang_vel_z_l2,637,-0.0012029620120301843
model_681,Episode_Reward/ang_vel_z_l2,638,-0.001257113995961845
model_681,Episode_Reward/ang_vel_z_l2,639,-0.0015079753939062357
model_681,Episode_Reward/ang_vel_z_l2,640,-0.0021621074993163347
model_681,Episode_Reward/ang_vel_z_l2,641,-0.0034641206730157137
model_681,Episode_Reward/ang_vel_z_l2,642,-0.005006618797779083
model_681,Episode_Reward/ang_vel_z_l2,643,-0.0068021249026060104
model_681,Episode_Reward/ang_vel_z_l2,644,-0.007390622980892658
model_681,Episode_Reward/ang_vel_z_l2,645,-0.007632419001311064
model_681,Episode_Reward/ang_vel_z_l2,646,-0.007296358235180378
model_681,Episode_Reward/ang_vel_z_l2,647,-0.007272567134350538
model_681,Episode_Reward/ang_vel_z_l2,648,-0.007156696170568466
model_681,Episode_Reward/ang_vel_z_l2,649,-0.007469712290912867
model_681,Episode_Reward/ang_vel_z_l2,650,-0.007646539248526096
model_681,Episode_Reward/ang_vel_z_l2,651,-0.008044065907597542
model_681,Episode_Reward/ang_vel_z_l2,652,-0.008288833312690258
model_681,Episode_Reward/ang_vel_z_l2,653,-0.008344152010977268
model_681,Episode_Reward/ang_vel_z_l2,654,-0.008665022440254688
model_681,Episode_Reward/ang_vel_z_l2,655,-0.009046854451298714
model_681,Episode_Reward/ang_vel_z_l2,656,-0.009114830754697323
model_681,Episode_Reward/ang_vel_z_l2,657,-0.009544113650918007
model_681,Episode_Reward/ang_vel_z_l2,658,-0.009533921256661415
model_681,Episode_Reward/ang_vel_z_l2,659,-0.009911113418638706
model_681,Episode_Reward/ang_vel_z_l2,660,-0.009962912648916245
model_681,Episode_Reward/ang_vel_z_l2,661,-0.01024310290813446
model_681,Episode_Reward/ang_vel_z_l2,662,-0.009967293590307236
model_681,Episode_Reward/ang_vel_z_l2,663,-0.010234901681542397
model_681,Episode_Reward/ang_vel_z_l2,664,-0.01025412417948246
model_681,Episode_Reward/ang_vel_z_l2,665,-0.01012326218187809
model_681,Episode_Reward/ang_vel_z_l2,666,-0.010235272347927094
model_681,Episode_Reward/ang_vel_z_l2,667,-0.01045159250497818
model_681,Episode_Reward/ang_vel_z_l2,668,-0.010864532552659512
model_681,Episode_Reward/ang_vel_z_l2,669,-0.010734664276242256
model_681,Episode_Reward/ang_vel_z_l2,670,-0.011264552362263203
model_681,Episode_Reward/ang_vel_z_l2,671,-0.011608920991420746
model_681,Episode_Reward/ang_vel_z_l2,672,-0.012029239907860756
model_681,Episode_Reward/ang_vel_z_l2,673,-0.012565270997583866
model_681,Episode_Reward/ang_vel_z_l2,674,-0.01337306760251522
model_681,Episode_Reward/ang_vel_z_l2,675,-0.014873660169541836
model_681,Episode_Reward/ang_vel_z_l2,676,-0.015485316514968872
model_681,Episode_Reward/ang_vel_z_l2,677,-0.016356421634554863
model_681,Episode_Reward/ang_vel_z_l2,678,-0.017249980941414833
model_681,Episode_Reward/ang_vel_z_l2,679,-0.018884196877479553
model_681,Episode_Reward/ang_vel_z_l2,680,-0.019934790208935738
model_681,Episode_Reward/ang_vel_z_l2,681,-0.020397841930389404
model_681,Episode_Reward/base_height_exp,602,1.998698353767395
model_681,Episode_Reward/base_height_exp,603,6.027378082275391
model_681,Episode_Reward/base_height_exp,604,10.14682674407959
model_681,Episode_Reward/base_height_exp,605,14.261072158813477
model_681,Episode_Reward/base_height_exp,606,18.338577270507812
model_681,Episode_Reward/base_height_exp,607,22.461030960083008
model_681,Episode_Reward/base_height_exp,608,26.57061195373535
model_681,Episode_Reward/base_height_exp,609,30.65108871459961
model_681,Episode_Reward/base_height_exp,610,34.74123764038086
model_681,Episode_Reward/base_height_exp,611,38.10149002075195
model_681,Episode_Reward/base_height_exp,612,38.44756317138672
model_681,Episode_Reward/base_height_exp,613,38.44723129272461
model_681,Episode_Reward/base_height_exp,614,38.442378997802734
model_681,Episode_Reward/base_height_exp,615,38.44287872314453
model_681,Episode_Reward/base_height_exp,616,38.43757629394531
model_681,Episode_Reward/base_height_exp,617,38.43207550048828
model_681,Episode_Reward/base_height_exp,618,38.42074203491211
model_681,Episode_Reward/base_height_exp,619,38.41624069213867
model_681,Episode_Reward/base_height_exp,620,38.39424133300781
model_681,Episode_Reward/base_height_exp,621,38.37484359741211
model_681,Episode_Reward/base_height_exp,622,38.356178283691406
model_681,Episode_Reward/base_height_exp,623,38.3385009765625
model_681,Episode_Reward/base_height_exp,624,38.3167724609375
model_681,Episode_Reward/base_height_exp,625,38.31364440917969
model_681,Episode_Reward/base_height_exp,626,38.297760009765625
model_681,Episode_Reward/base_height_exp,627,38.29679870605469
model_681,Episode_Reward/base_height_exp,628,38.287513732910156
model_681,Episode_Reward/base_height_exp,629,38.283447265625
model_681,Episode_Reward/base_height_exp,630,38.29443359375
model_681,Episode_Reward/base_height_exp,631,38.29935836791992
model_681,Episode_Reward/base_height_exp,632,38.31616973876953
model_681,Episode_Reward/base_height_exp,633,38.360931396484375
model_681,Episode_Reward/base_height_exp,634,38.37995910644531
model_681,Episode_Reward/base_height_exp,635,38.40144729614258
model_681,Episode_Reward/base_height_exp,636,38.41478729248047
model_681,Episode_Reward/base_height_exp,637,38.438453674316406
model_681,Episode_Reward/base_height_exp,638,38.44941711425781
model_681,Episode_Reward/base_height_exp,639,38.46766662597656
model_681,Episode_Reward/base_height_exp,640,38.47874069213867
model_681,Episode_Reward/base_height_exp,641,38.488868713378906
model_681,Episode_Reward/base_height_exp,642,38.487545013427734
model_681,Episode_Reward/base_height_exp,643,38.48884582519531
model_681,Episode_Reward/base_height_exp,644,38.48858642578125
model_681,Episode_Reward/base_height_exp,645,38.487098693847656
model_681,Episode_Reward/base_height_exp,646,38.48137283325195
model_681,Episode_Reward/base_height_exp,647,38.47951889038086
model_681,Episode_Reward/base_height_exp,648,38.4777717590332
model_681,Episode_Reward/base_height_exp,649,38.47029113769531
model_681,Episode_Reward/base_height_exp,650,38.475276947021484
model_681,Episode_Reward/base_height_exp,651,38.47377014160156
model_681,Episode_Reward/base_height_exp,652,38.468780517578125
model_681,Episode_Reward/base_height_exp,653,38.47117614746094
model_681,Episode_Reward/base_height_exp,654,38.468406677246094
model_681,Episode_Reward/base_height_exp,655,38.47190475463867
model_681,Episode_Reward/base_height_exp,656,38.469303131103516
model_681,Episode_Reward/base_height_exp,657,38.473289489746094
model_681,Episode_Reward/base_height_exp,658,38.47489929199219
model_681,Episode_Reward/base_height_exp,659,38.47832489013672
model_681,Episode_Reward/base_height_exp,660,38.48499298095703
model_681,Episode_Reward/base_height_exp,661,38.48729705810547
model_681,Episode_Reward/base_height_exp,662,38.49327087402344
model_681,Episode_Reward/base_height_exp,663,38.50205612182617
model_681,Episode_Reward/base_height_exp,664,38.50608825683594
model_681,Episode_Reward/base_height_exp,665,38.51060104370117
model_681,Episode_Reward/base_height_exp,666,38.51533508300781
model_681,Episode_Reward/base_height_exp,667,38.52156066894531
model_681,Episode_Reward/base_height_exp,668,38.52661895751953
model_681,Episode_Reward/base_height_exp,669,38.53377914428711
model_681,Episode_Reward/base_height_exp,670,38.53873825073242
model_681,Episode_Reward/base_height_exp,671,38.544952392578125
model_681,Episode_Reward/base_height_exp,672,38.5524787902832
model_681,Episode_Reward/base_height_exp,673,38.561588287353516
model_681,Episode_Reward/base_height_exp,674,38.57036209106445
model_681,Episode_Reward/base_height_exp,675,38.57427978515625
model_681,Episode_Reward/base_height_exp,676,38.58391571044922
model_681,Episode_Reward/base_height_exp,677,38.588768005371094
model_681,Episode_Reward/base_height_exp,678,38.59152603149414
model_681,Episode_Reward/base_height_exp,679,38.596519470214844
model_681,Episode_Reward/base_height_exp,680,38.601600646972656
model_681,Episode_Reward/base_height_exp,681,38.60588455200195
model_681,Episode_Reward/constant_bonus,602,0.26757803559303284
model_681,Episode_Reward/constant_bonus,603,0.7953127026557922
model_681,Episode_Reward/constant_bonus,604,1.333595871925354
model_681,Episode_Reward/constant_bonus,605,1.8677126169204712
model_681,Episode_Reward/constant_bonus,606,2.398573875427246
model_681,Episode_Reward/constant_bonus,607,2.930992603302002
model_681,Episode_Reward/constant_bonus,608,3.4653594493865967
model_681,Episode_Reward/constant_bonus,609,3.9984240531921387
model_681,Episode_Reward/constant_bonus,610,4.528364181518555
model_681,Episode_Reward/constant_bonus,611,4.960388660430908
model_681,Episode_Reward/constant_bonus,612,4.999971389770508
model_681,Episode_Reward/constant_bonus,613,4.999971389770508
model_681,Episode_Reward/constant_bonus,614,4.999971389770508
model_681,Episode_Reward/constant_bonus,615,4.999971389770508
model_681,Episode_Reward/constant_bonus,616,4.999971389770508
model_681,Episode_Reward/constant_bonus,617,4.999971389770508
model_681,Episode_Reward/constant_bonus,618,4.999971389770508
model_681,Episode_Reward/constant_bonus,619,4.999971389770508
model_681,Episode_Reward/constant_bonus,620,4.999971389770508
model_681,Episode_Reward/constant_bonus,621,4.999971389770508
model_681,Episode_Reward/constant_bonus,622,4.999971389770508
model_681,Episode_Reward/constant_bonus,623,4.999971389770508
model_681,Episode_Reward/constant_bonus,624,4.999971389770508
model_681,Episode_Reward/constant_bonus,625,4.999971389770508
model_681,Episode_Reward/constant_bonus,626,4.999971389770508
model_681,Episode_Reward/constant_bonus,627,4.999971389770508
model_681,Episode_Reward/constant_bonus,628,4.999971389770508
model_681,Episode_Reward/constant_bonus,629,4.999971389770508
model_681,Episode_Reward/constant_bonus,630,4.999971389770508
model_681,Episode_Reward/constant_bonus,631,4.999971389770508
model_681,Episode_Reward/constant_bonus,632,4.999971389770508
model_681,Episode_Reward/constant_bonus,633,4.999971389770508
model_681,Episode_Reward/constant_bonus,634,4.999971389770508
model_681,Episode_Reward/constant_bonus,635,4.999971389770508
model_681,Episode_Reward/constant_bonus,636,4.999971389770508
model_681,Episode_Reward/constant_bonus,637,4.999971389770508
model_681,Episode_Reward/constant_bonus,638,4.999971389770508
model_681,Episode_Reward/constant_bonus,639,4.999971389770508
model_681,Episode_Reward/constant_bonus,640,4.999971389770508
model_681,Episode_Reward/constant_bonus,641,4.999971389770508
model_681,Episode_Reward/constant_bonus,642,4.999971389770508
model_681,Episode_Reward/constant_bonus,643,4.999971389770508
model_681,Episode_Reward/constant_bonus,644,4.999971389770508
model_681,Episode_Reward/constant_bonus,645,4.999971389770508
model_681,Episode_Reward/constant_bonus,646,4.999971389770508
model_681,Episode_Reward/constant_bonus,647,4.999971389770508
model_681,Episode_Reward/constant_bonus,648,4.999971389770508
model_681,Episode_Reward/constant_bonus,649,4.999971389770508
model_681,Episode_Reward/constant_bonus,650,4.999971389770508
model_681,Episode_Reward/constant_bonus,651,4.999971389770508
model_681,Episode_Reward/constant_bonus,652,4.999971389770508
model_681,Episode_Reward/constant_bonus,653,4.999971389770508
model_681,Episode_Reward/constant_bonus,654,4.999971389770508
model_681,Episode_Reward/constant_bonus,655,4.999971389770508
model_681,Episode_Reward/constant_bonus,656,4.999971389770508
model_681,Episode_Reward/constant_bonus,657,4.999971389770508
model_681,Episode_Reward/constant_bonus,658,4.999971389770508
model_681,Episode_Reward/constant_bonus,659,4.999971389770508
model_681,Episode_Reward/constant_bonus,660,4.999971389770508
model_681,Episode_Reward/constant_bonus,661,4.999971389770508
model_681,Episode_Reward/constant_bonus,662,4.999971389770508
model_681,Episode_Reward/constant_bonus,663,4.999971389770508
model_681,Episode_Reward/constant_bonus,664,4.999971389770508
model_681,Episode_Reward/constant_bonus,665,4.999971389770508
model_681,Episode_Reward/constant_bonus,666,4.999971389770508
model_681,Episode_Reward/constant_bonus,667,4.999971389770508
model_681,Episode_Reward/constant_bonus,668,4.999971389770508
model_681,Episode_Reward/constant_bonus,669,4.999971389770508
model_681,Episode_Reward/constant_bonus,670,4.999971389770508
model_681,Episode_Reward/constant_bonus,671,4.999971389770508
model_681,Episode_Reward/constant_bonus,672,4.999971389770508
model_681,Episode_Reward/constant_bonus,673,4.999971389770508
model_681,Episode_Reward/constant_bonus,674,4.999971389770508
model_681,Episode_Reward/constant_bonus,675,4.999971389770508
model_681,Episode_Reward/constant_bonus,676,4.999971389770508
model_681,Episode_Reward/constant_bonus,677,4.999971389770508
model_681,Episode_Reward/constant_bonus,678,4.999971389770508
model_681,Episode_Reward/constant_bonus,679,4.999971389770508
model_681,Episode_Reward/constant_bonus,680,4.999971389770508
model_681,Episode_Reward/constant_bonus,681,4.999971389770508
model_681,Episode_Reward/desired_contacts,602,0.0
model_681,Episode_Reward/desired_contacts,603,0.0
model_681,Episode_Reward/desired_contacts,604,0.0
model_681,Episode_Reward/desired_contacts,605,0.0
model_681,Episode_Reward/desired_contacts,606,0.0
model_681,Episode_Reward/desired_contacts,607,0.0
model_681,Episode_Reward/desired_contacts,608,0.0
model_681,Episode_Reward/desired_contacts,609,0.0
model_681,Episode_Reward/desired_contacts,610,0.0
model_681,Episode_Reward/desired_contacts,611,0.0
model_681,Episode_Reward/desired_contacts,612,0.0
model_681,Episode_Reward/desired_contacts,613,0.0
model_681,Episode_Reward/desired_contacts,614,0.0
model_681,Episode_Reward/desired_contacts,615,0.0
model_681,Episode_Reward/desired_contacts,616,0.0
model_681,Episode_Reward/desired_contacts,617,0.0
model_681,Episode_Reward/desired_contacts,618,0.0
model_681,Episode_Reward/desired_contacts,619,0.0
model_681,Episode_Reward/desired_contacts,620,0.0
model_681,Episode_Reward/desired_contacts,621,0.0
model_681,Episode_Reward/desired_contacts,622,0.0
model_681,Episode_Reward/desired_contacts,623,0.0
model_681,Episode_Reward/desired_contacts,624,0.0
model_681,Episode_Reward/desired_contacts,625,0.0
model_681,Episode_Reward/desired_contacts,626,0.0
model_681,Episode_Reward/desired_contacts,627,0.0
model_681,Episode_Reward/desired_contacts,628,0.0
model_681,Episode_Reward/desired_contacts,629,0.0
model_681,Episode_Reward/desired_contacts,630,0.0
model_681,Episode_Reward/desired_contacts,631,0.0
model_681,Episode_Reward/desired_contacts,632,0.0
model_681,Episode_Reward/desired_contacts,633,0.0
model_681,Episode_Reward/desired_contacts,634,0.0
